Time;pod;Value;
2022-04-07 11:40:01;user-service-647d47cd4-wnnf4;0.01794633;
2022-04-07 11:39:31;user-service-647d47cd4-wnnf4;0.01817110;
2022-04-07 11:39:01;user-service-647d47cd4-wnnf4;0.01891380;
2022-04-07 11:38:31;user-service-647d47cd4-wnnf4;0.01799908;
2022-04-07 11:38:01;user-service-647d47cd4-wnnf4;0.01799404;
2022-04-07 11:37:31;user-service-647d47cd4-wnnf4;0.01879787;
2022-04-07 11:37:01;user-service-647d47cd4-wnnf4;0.01868342;
2022-04-07 11:36:31;user-service-647d47cd4-wnnf4;0.01966467;
2022-04-07 11:36:01;user-service-647d47cd4-wnnf4;0.01966467;
2022-04-07 11:35:31;user-service-647d47cd4-wnnf4;0.01966467;
2022-04-07 11:35:01;user-service-647d47cd4-wnnf4;0.01927991;
2022-04-07 11:34:31;user-service-647d47cd4-wnnf4;0.01927991;
2022-04-07 11:34:01;user-service-647d47cd4-wnnf4;0.01927991;
2022-04-07 11:33:31;user-service-647d47cd4-wnnf4;0.01927991;
2022-04-07 11:33:01;user-service-647d47cd4-wnnf4;0.01927991;
2022-04-07 11:32:31;user-service-647d47cd4-wnnf4;0.01927991;
2022-04-07 11:32:01;user-service-647d47cd4-wnnf4;0.01927991;
2022-04-07 11:31:31;user-service-647d47cd4-wnnf4;0.01927991;
2022-04-07 11:31:01;user-service-647d47cd4-wnnf4;0.01752180;
2022-04-07 11:30:31;user-service-647d47cd4-wnnf4;0.01788541;
2022-04-07 11:30:01;user-service-647d47cd4-wnnf4;0.01788541;
2022-04-07 11:29:31;user-service-647d47cd4-wnnf4;0.01827179;
2022-04-07 11:29:01;user-service-647d47cd4-wnnf4;0.01827179;
2022-04-07 11:28:31;user-service-647d47cd4-wnnf4;0.01748748;
2022-04-07 11:28:01;user-service-647d47cd4-wnnf4;0.01863656;
2022-04-07 11:27:31;user-service-647d47cd4-wnnf4;0.01775133;
2022-04-07 11:27:01;user-service-647d47cd4-wnnf4;0.01765288;
2022-04-07 11:26:31;user-service-647d47cd4-wnnf4;0.01755443;
2022-04-07 11:26:01;user-service-647d47cd4-wnnf4;0.01745598;
2022-04-07 11:25:31;user-service-647d47cd4-wnnf4;0.01920795;
2022-04-07 11:25:01;user-service-647d47cd4-wnnf4;0.01926590;
2022-04-07 11:24:31;user-service-647d47cd4-wnnf4;0.01926590;
2022-04-07 11:24:01;user-service-647d47cd4-wnnf4;0.01926590;
2022-04-07 11:23:31;user-service-647d47cd4-wnnf4;0.01917177;
2022-04-07 11:23:01;user-service-647d47cd4-wnnf4;0.01917177;
2022-04-07 11:22:31;user-service-647d47cd4-wnnf4;0.01911917;
2022-04-07 11:22:01;user-service-647d47cd4-wnnf4;0.01911917;
2022-04-07 11:21:31;user-service-647d47cd4-wnnf4;0.01911917;
2022-04-07 11:21:01;user-service-647d47cd4-wnnf4;0.01911917;
2022-04-07 11:20:31;user-service-647d47cd4-wnnf4;0.01911917;
2022-04-07 11:20:01;user-service-647d47cd4-wnnf4;0.01905759;
2022-04-07 11:19:31;user-service-647d47cd4-wnnf4;0.01905759;
2022-04-07 11:19:01;user-service-647d47cd4-wnnf4;0.01924343;
2022-04-07 11:18:31;user-service-647d47cd4-wnnf4;0.01840256;
2022-04-07 11:18:01;user-service-647d47cd4-wnnf4;0.01851116;
2022-04-07 11:17:31;user-service-647d47cd4-wnnf4;0.01861976;
2022-04-07 11:17:01;user-service-647d47cd4-wnnf4;0.01837608;
2022-04-07 11:16:31;user-service-647d47cd4-wnnf4;0.01733828;
2022-04-07 11:16:01;user-service-647d47cd4-wnnf4;0.01867218;
2022-04-07 11:15:31;user-service-647d47cd4-wnnf4;0.01856358;
2022-04-07 11:15:01;user-service-647d47cd4-wnnf4;0.01845498;
2022-04-07 11:14:31;user-service-647d47cd4-wnnf4;0.01834638;
2022-04-07 11:14:01;user-service-647d47cd4-wnnf4;0.01907178;
2022-04-07 11:13:31;user-service-647d47cd4-wnnf4;0.01907178;
2022-04-07 11:13:01;user-service-647d47cd4-wnnf4;0.01907178;
2022-04-07 11:12:31;user-service-647d47cd4-wnnf4;0.01907178;
2022-04-07 11:12:01;user-service-647d47cd4-wnnf4;0.01907178;
2022-04-07 11:11:31;user-service-647d47cd4-wnnf4;0.01923503;
2022-04-07 11:11:01;user-service-647d47cd4-wnnf4;0.01923503;
2022-04-07 11:10:31;user-service-647d47cd4-wnnf4;0.01851130;
2022-04-07 11:10:01;user-service-647d47cd4-wnnf4;0.01851130;
2022-04-07 11:09:31;user-service-647d47cd4-wnnf4;0.01801884;
2022-04-07 11:09:01;user-service-647d47cd4-wnnf4;0.01801884;
2022-04-07 11:08:31;user-service-647d47cd4-wnnf4;0.01801884;
2022-04-07 11:08:01;user-service-647d47cd4-wnnf4;0.01801884;
2022-04-07 11:07:31;user-service-647d47cd4-wnnf4;0.01775588;
2022-04-07 11:07:01;user-service-647d47cd4-wnnf4;0.01775588;
2022-04-07 11:06:31;user-service-647d47cd4-wnnf4;0.01724068;
2022-04-07 11:06:01;user-service-647d47cd4-wnnf4;0.01724068;
2022-04-07 11:05:31;user-service-647d47cd4-wnnf4;0.01724068;
2022-04-07 11:05:01;user-service-647d47cd4-wnnf4;0.01519490;
2022-04-07 11:04:31;user-service-647d47cd4-wnnf4;0.01627516;
2022-04-07 11:04:01;user-service-647d47cd4-wnnf4;0.01569605;
2022-04-07 11:03:31;user-service-647d47cd4-wnnf4;0.01652764;
2022-04-07 11:03:01;user-service-647d47cd4-wnnf4;0.01652764;
2022-04-07 11:02:31;user-service-647d47cd4-wnnf4;0.01652764;
2022-04-07 11:02:01;user-service-647d47cd4-wnnf4;0.01652764;
2022-04-07 11:01:31;user-service-647d47cd4-wnnf4;0.01652764;
2022-04-07 11:01:01;user-service-647d47cd4-wnnf4;0.01652764;
2022-04-07 11:00:31;user-service-647d47cd4-wnnf4;0.01652764;
2022-04-07 11:00:01;user-service-647d47cd4-wnnf4;0.01574019;
2022-04-07 10:59:31;user-service-647d47cd4-wnnf4;0.01423377;
2022-04-07 10:59:01;user-service-647d47cd4-wnnf4;0.01422888;
2022-04-07 10:58:31;user-service-647d47cd4-wnnf4;0.01422399;
2022-04-07 10:58:01;user-service-647d47cd4-wnnf4;0.01476555;
2022-04-07 10:57:31;user-service-647d47cd4-wnnf4;0.01715650;
2022-04-07 10:57:01;user-service-647d47cd4-wnnf4;0.01715650;
2022-04-07 10:56:31;user-service-647d47cd4-wnnf4;0.01636655;
2022-04-07 10:56:01;user-service-647d47cd4-wnnf4;0.01763360;
2022-04-07 10:55:31;user-service-647d47cd4-wnnf4;0.01619460;
2022-04-07 10:55:01;user-service-647d47cd4-wnnf4;0.01619460;
2022-04-07 10:54:31;user-service-647d47cd4-wnnf4;0.01619460;
2022-04-07 10:54:01;user-service-647d47cd4-wnnf4;0.01986320;
2022-04-07 10:53:31;user-service-647d47cd4-wnnf4;0.01986320;
2022-04-07 10:53:01;user-service-647d47cd4-wnnf4;0.01986320;
2022-04-07 10:52:31;user-service-647d47cd4-wnnf4;0.02051986;
2022-04-07 10:52:01;user-service-647d47cd4-wnnf4;0.02051986;
2022-04-07 10:51:31;user-service-647d47cd4-wnnf4;0.02051986;
2022-04-07 10:51:01;user-service-647d47cd4-wnnf4;0.02059978;
2022-04-07 10:50:31;user-service-647d47cd4-wnnf4;0.02059978;
2022-04-07 10:50:01;user-service-647d47cd4-wnnf4;0.02039961;
2022-04-07 10:49:31;user-service-647d47cd4-wnnf4;0.02053008;
2022-04-07 10:49:01;user-service-647d47cd4-wnnf4;0.02066056;
2022-04-07 10:48:31;user-service-647d47cd4-wnnf4;0.02188046;
2022-04-07 10:48:01;user-service-647d47cd4-wnnf4;0.02188046;
2022-04-07 10:47:31;user-service-647d47cd4-wnnf4;0.02199464;
2022-04-07 10:47:01;user-service-647d47cd4-wnnf4;0.02199464;
2022-04-07 10:46:31;user-service-647d47cd4-wnnf4;0.02199464;
2022-04-07 10:46:01;user-service-647d47cd4-wnnf4;0.02274366;
2022-04-07 10:45:31;user-service-647d47cd4-wnnf4;0.02274366;
2022-04-07 10:45:01;user-service-647d47cd4-wnnf4;0.02274366;
2022-04-07 10:44:31;user-service-647d47cd4-wnnf4;0.02274366;
2022-04-07 10:44:01;user-service-647d47cd4-wnnf4;0.02360983;
2022-04-07 10:43:31;user-service-647d47cd4-wnnf4;0.02360983;
2022-04-07 10:43:01;user-service-647d47cd4-wnnf4;0.02360983;
2022-04-07 10:42:31;user-service-647d47cd4-wnnf4;0.02360983;
2022-04-07 10:42:01;user-service-647d47cd4-wnnf4;0.02218322;
2022-04-07 10:41:31;user-service-647d47cd4-wnnf4;0.02305826;
2022-04-07 10:41:01;user-service-647d47cd4-wnnf4;0.02277600;
2022-04-07 10:40:31;user-service-647d47cd4-wnnf4;0.02266404;
2022-04-07 10:40:01;user-service-647d47cd4-wnnf4;0.02266404;
2022-04-07 10:39:31;user-service-647d47cd4-wnnf4;0.02294303;
2022-04-07 10:39:01;user-service-647d47cd4-wnnf4;0.02294303;
2022-04-07 10:38:31;user-service-647d47cd4-wnnf4;0.02294303;
2022-04-07 10:38:01;user-service-647d47cd4-wnnf4;0.02294303;
2022-04-07 10:37:31;user-service-647d47cd4-wnnf4;0.02103200;
2022-04-07 10:37:01;user-service-647d47cd4-wnnf4;0.02114785;
2022-04-07 10:36:31;user-service-647d47cd4-wnnf4;0.02233022;
2022-04-07 10:36:01;user-service-647d47cd4-wnnf4;0.02233022;
2022-04-07 10:35:31;user-service-647d47cd4-wnnf4;0.02233022;
2022-04-07 10:35:01;user-service-647d47cd4-wnnf4;0.02233022;
2022-04-07 10:34:31;user-service-647d47cd4-wnnf4;0.02166731;
2022-04-07 10:34:01;user-service-647d47cd4-wnnf4;0.01943347;
2022-04-07 10:33:31;user-service-647d47cd4-wnnf4;0.01954932;
2022-04-07 10:33:01;user-service-647d47cd4-wnnf4;0.01852066;
2022-04-07 10:32:31;user-service-647d47cd4-wnnf4;0.01982426;
2022-04-07 10:32:01;user-service-647d47cd4-wnnf4;0.01994011;
2022-04-07 10:31:31;user-service-647d47cd4-wnnf4;0.02119034;
2022-04-07 10:31:01;user-service-647d47cd4-wnnf4;0.02119034;
2022-04-07 10:30:31;user-service-647d47cd4-wnnf4;0.02119034;
2022-04-07 10:30:01;user-service-647d47cd4-wnnf4;0.02119034;
2022-04-07 10:29:31;user-service-647d47cd4-wnnf4;0.02119034;
2022-04-07 10:29:01;user-service-647d47cd4-wnnf4;0.02119034;
2022-04-07 10:28:31;user-service-647d47cd4-wnnf4;0.02119034;
2022-04-07 10:28:01;user-service-647d47cd4-wnnf4;0.02119034;
2022-04-07 10:27:31;user-service-647d47cd4-wnnf4;0.02102869;
2022-04-07 10:27:01;user-service-647d47cd4-wnnf4;0.02144141;
2022-04-07 10:26:31;user-service-647d47cd4-wnnf4;0.02042705;
2022-04-07 10:26:01;user-service-647d47cd4-wnnf4;0.02013798;
2022-04-07 10:25:31;user-service-647d47cd4-wnnf4;0.02002214;
2022-04-07 10:25:01;user-service-647d47cd4-wnnf4;0.02175104;
2022-04-07 10:24:31;user-service-647d47cd4-wnnf4;0.02175104;
2022-04-07 10:24:01;user-service-647d47cd4-wnnf4;0.02205197;
2022-04-07 10:23:31;user-service-647d47cd4-wnnf4;0.02205197;
2022-04-07 10:23:01;user-service-647d47cd4-wnnf4;0.02205197;
2022-04-07 10:22:31;user-service-647d47cd4-wnnf4;0.02205197;
2022-04-07 10:22:01;user-service-647d47cd4-wnnf4;0.02205197;
2022-04-07 10:21:31;user-service-647d47cd4-wnnf4;0.02214194;
2022-04-07 10:21:01;user-service-647d47cd4-wnnf4;0.02103082;
2022-04-07 10:20:31;user-service-647d47cd4-wnnf4;0.02115870;
2022-04-07 10:20:01;user-service-647d47cd4-wnnf4;0.02128658;
2022-04-07 10:19:31;user-service-647d47cd4-wnnf4;0.02141446;
2022-04-07 10:19:01;user-service-647d47cd4-wnnf4;0.02247951;
2022-04-07 10:18:31;user-service-647d47cd4-wnnf4;0.02297220;
2022-04-07 10:18:01;user-service-647d47cd4-wnnf4;0.02336662;
2022-04-07 10:17:31;user-service-647d47cd4-wnnf4;0.02374924;
2022-04-07 10:17:01;user-service-647d47cd4-wnnf4;0.02416270;
2022-04-07 10:16:31;user-service-647d47cd4-wnnf4;0.02416270;
2022-04-07 10:16:01;user-service-647d47cd4-wnnf4;0.02416270;
2022-04-07 10:15:31;user-service-647d47cd4-wnnf4;0.02471131;
2022-04-07 10:15:01;user-service-647d47cd4-wnnf4;0.02471131;
2022-04-07 10:14:31;user-service-647d47cd4-wnnf4;0.02471131;
2022-04-07 10:14:01;user-service-647d47cd4-wnnf4;0.02471131;
2022-04-07 10:13:31;user-service-647d47cd4-wnnf4;0.02471131;
2022-04-07 10:13:01;user-service-647d47cd4-wnnf4;0.02471131;
2022-04-07 10:12:31;user-service-647d47cd4-wnnf4;0.02471131;
2022-04-07 10:12:01;user-service-647d47cd4-wnnf4;0.02471131;
2022-04-07 10:11:31;user-service-647d47cd4-wnnf4;0.02363132;
2022-04-07 10:11:01;user-service-647d47cd4-wnnf4;0.02430889;
2022-04-07 10:10:31;user-service-647d47cd4-wnnf4;0.02444702;
2022-04-07 10:10:01;user-service-647d47cd4-wnnf4;0.02476176;
2022-04-07 10:09:31;user-service-647d47cd4-wnnf4;0.02507650;
2022-04-07 10:09:01;user-service-647d47cd4-wnnf4;0.02833288;
2022-04-07 10:08:31;user-service-647d47cd4-wnnf4;0.02833288;
2022-04-07 10:08:01;user-service-647d47cd4-wnnf4;0.02833288;
2022-04-07 10:07:31;user-service-647d47cd4-wnnf4;0.02833288;
2022-04-07 10:07:01;user-service-647d47cd4-wnnf4;0.02833288;
2022-04-07 10:06:31;user-service-647d47cd4-wnnf4;0.02833288;
2022-04-07 10:06:01;user-service-647d47cd4-wnnf4;0.02833288;
2022-04-07 10:05:31;user-service-647d47cd4-wnnf4;0.02833288;
2022-04-07 10:05:01;user-service-647d47cd4-wnnf4;0.02795049;
2022-04-07 10:04:31;user-service-647d47cd4-wnnf4;0.02795049;
2022-04-07 10:04:01;user-service-647d47cd4-wnnf4;0.02684337;
2022-04-07 10:03:31;user-service-647d47cd4-wnnf4;0.02850298;
2022-04-07 10:03:01;user-service-647d47cd4-wnnf4;0.02850298;
2022-04-07 10:02:31;user-service-647d47cd4-wnnf4;0.02719302;
2022-04-07 10:02:01;user-service-647d47cd4-wnnf4;0.02703629;
2022-04-07 10:01:31;user-service-647d47cd4-wnnf4;0.02745826;
2022-04-07 10:01:01;user-service-647d47cd4-wnnf4;0.02851916;
2022-04-07 10:00:31;user-service-647d47cd4-wnnf4;0.02851916;
2022-04-07 10:00:01;user-service-647d47cd4-wnnf4;0.02760022;
2022-04-07 09:59:31;user-service-647d47cd4-wnnf4;0.02760022;
2022-04-07 09:59:01;user-service-647d47cd4-wnnf4;0.02644312;
2022-04-07 09:58:31;user-service-647d47cd4-wnnf4;0.02628941;
2022-04-07 09:58:01;user-service-647d47cd4-wnnf4;0.02757038;
2022-04-07 09:57:31;user-service-647d47cd4-wnnf4;0.02757038;
2022-04-07 09:57:01;user-service-647d47cd4-wnnf4;0.02794671;
2022-04-07 09:56:31;user-service-647d47cd4-wnnf4;0.02794671;
2022-04-07 09:56:01;user-service-647d47cd4-wnnf4;0.02794671;
2022-04-07 09:55:31;user-service-647d47cd4-wnnf4;0.02794671;
2022-04-07 09:55:01;user-service-647d47cd4-wnnf4;0.02793076;
2022-04-07 09:54:31;user-service-647d47cd4-wnnf4;0.02793076;
2022-04-07 09:54:01;user-service-647d47cd4-wnnf4;0.02795999;
2022-04-07 09:53:31;user-service-647d47cd4-wnnf4;0.02795999;
2022-04-07 09:53:01;user-service-647d47cd4-wnnf4;0.02795999;
2022-04-07 09:52:31;user-service-647d47cd4-wnnf4;0.02795999;
2022-04-07 09:52:01;user-service-647d47cd4-wnnf4;0.02529470;
2022-04-07 09:51:31;user-service-647d47cd4-wnnf4;0.02480810;
2022-04-07 09:51:01;user-service-647d47cd4-wnnf4;0.02449676;
2022-04-07 09:50:31;user-service-647d47cd4-wnnf4;0.02418542;
2022-04-07 09:50:01;user-service-647d47cd4-wnnf4;0.02212609;
2022-04-07 09:49:31;user-service-647d47cd4-wnnf4;0.02166365;
2022-04-07 09:49:01;user-service-647d47cd4-wnnf4;0.02120120;
2022-04-07 09:48:31;user-service-647d47cd4-wnnf4;0.02073876;
2022-04-07 09:48:01;user-service-647d47cd4-wnnf4;0.01903894;
2022-04-07 09:47:31;user-service-647d47cd4-wnnf4;0.01860407;
2022-04-07 09:47:01;user-service-647d47cd4-wnnf4;0.01751271;
2022-04-07 09:46:31;user-service-647d47cd4-wnnf4;0.01709873;
2022-04-07 09:46:01;user-service-647d47cd4-wnnf4;0.01668476;
2022-04-07 09:45:31;user-service-647d47cd4-wnnf4;0.01568665;
2022-04-07 09:45:01;user-service-647d47cd4-wnnf4;0.01528836;
2022-04-07 09:44:31;user-service-647d47cd4-wnnf4;0.01489007;
2022-04-07 09:44:01;user-service-647d47cd4-wnnf4;0.01449178;
2022-04-07 09:43:31;user-service-647d47cd4-wnnf4;0.01409349;
2022-04-07 09:43:01;user-service-647d47cd4-wnnf4;0.01369520;
2022-04-07 09:42:31;user-service-647d47cd4-wnnf4;0.01329691;
2022-04-07 09:42:01;user-service-647d47cd4-wnnf4;0.01289862;
2022-04-07 09:41:31;user-service-647d47cd4-wnnf4;0.01250033;
2022-04-07 09:41:01;user-service-647d47cd4-wnnf4;0.01210204;
2022-04-07 09:40:31;user-service-647d47cd4-wnnf4;0.00837778;
2022-04-07 09:40:01;user-service-647d47cd4-wnnf4;0.00810257;
2022-04-07 09:39:31;user-service-647d47cd4-wnnf4;0.00782737;
2022-04-07 09:39:01;user-service-647d47cd4-wnnf4;0.00429924;
2022-04-07 09:38:31;user-service-647d47cd4-wnnf4;0.00414756;
2022-04-07 09:38:01;user-service-647d47cd4-wnnf4;0.00399588;
2022-04-07 09:37:31;user-service-647d47cd4-wnnf4;0.00384420;
2022-04-07 09:37:01;user-service-647d47cd4-wnnf4;0.00369252;
2022-04-07 09:36:31;user-service-647d47cd4-wnnf4;0.00354084;
2022-04-07 09:36:01;user-service-647d47cd4-wnnf4;0.00338917;
2022-04-07 09:35:31;user-service-647d47cd4-wnnf4;0.00323749;
